"","ygrowthgdppc","ygrowthgdp","yloggdppc","x1","x2","x3","x4","x5","x6","sdx1","rankx1","lowrx1","highrx1","sdx2","rankx2","lowrx2","highrx2","sdx3","rankx3","lowrx3","highrx3","sdx4","rankx4","lowrx4","highrx4","sdx5","rankx5","lowrx5","highrx5","sdx6","rankx6","lowrx6","highrx6","fdi","dc","agedepend","population","school","inflation","country_cod","year","arg","bol","bra","chl","col","ecu","per","pry","ury","ven","gua","sur","country","lag_GDPpc"
"120",-1.59888005256653,-0.261137008666992,7.96999979019165,-0.803635895252228,-0.883755028247833,-0.439999997615814,-0.0900000035762787,-0.882129192352295,-0.134577974677086,0.163964569568634,22.9665069580078,13.3971290588379,35.4067001342773,0.141232967376709,19.9052124023438,13.7440757751465,31.2796211242676,0.180000007152557,35.8899993896484,25.3600006103516,47.8499984741211,0.189999997615814,50.7099990844727,42.1800003051758,61.1399993896484,0.246401950716972,19.9052124023438,11.8483409881592,28.9099521636963,0.117098338901997,43.6018943786621,36.4928894042969,49.2891006469727,0.120385937392712,21.5813999176025,62.7815017700195,1.35031998157501,66.7854995727539,3.64795994758606,"PRY",2009,0,0,0,0,0,0,0,1,0,0,0,0,"PRY",8.02000045776367
"121",9.60079956054688,11.0951995849609,8.07999992370605,-0.729229629039764,-0.863406002521515,-0.360000014305115,1.25999999046326,-0.834862232208252,-0.0789330527186394,0.161428660154343,25.7142848968506,16.6666660308838,39.0476188659668,0.139824762940407,22.748815536499,12.7962083816528,31.2796211242676,0.170000001788139,40.189998626709,27.2700004577637,50.7200012207031,0.200000002980232,86.7300033569336,77.7300033569336,92.8899993896484,0.243547096848488,21.3270149230957,12.3222751617432,30.3317527770996,0.115589655935764,45.971565246582,36.4928894042969,52.1327018737793,2.03960800170898,25.4241008758545,61.7005996704102,1.35431003570557,67.6779022216797,4.65570020675659,"PRY",2010,0,0,0,0,0,0,0,1,0,0,0,0,"PRY",7.96999979019165
"122",2.87101006507874,4.28636980056763,8.10999965667725,-0.715739727020264,-0.836693823337555,-0.370000004768372,0.0700000002980232,-0.692596554756165,-0.0832900255918503,0.15800815820694,24.1706161499023,17.5355453491211,39.3364944458008,0.135438442230225,23.0046939849854,14.5539903640747,30.9859161376953,0.170000001788139,38.3899993896484,27.9599990844727,50.7099990844727,0.189999997615814,57.3499984741211,46.4500007629395,65.4000015258789,0.244249582290649,25.1184825897217,15.6398105621338,36.4928894042969,0.118009336292744,46.0093879699707,37.5586853027344,52.582160949707,1.37454295158386,28.952299118042,60.7555999755859,1.36647999286652,69.7688980102539,5.09570980072021,"PRY",2011,0,0,0,0,0,0,0,1,0,0,0,0,"PRY",8.07999992370605
"123",-2.06145000457764,-0.708042979240417,8.07999992370605,-0.857487618923187,-0.846165716648102,-0.319999992847443,-0.5,-0.871902167797089,-0.113736897706985,0.152748987078667,20.3791465759277,11.8483409881592,31.7535552978516,0.141137301921844,22.5352115631104,14.5539903640747,32.3943672180176,0.189999997615814,41.7099990844727,28.4400005340576,53.0800018310547,0.200000002980232,36.0200004577637,22.75,47.3899993896484,0.226807355880737,19.9052124023438,11.8483409881592,29.8578205108643,0.120555654168129,44.6009407043457,37.0892028808594,53.051643371582,2.18384909629822,31.5463008880615,59.6814002990723,1.37242996692657,75.911003112793,4.79827976226807,"PRY",2012,0,0,0,0,0,0,0,1,0,0,0,0,"PRY",8.10999965667725
"124",3.29046988487244,4.5,8.85000038146973,0.222951248288155,-0.128236338496208,-0.519999980926514,-0.230000004172325,0.230351433157921,0.129616141319275,0.258343130350113,60.9756088256836,51.7073173522949,71.7073135375977,0.253239244222641,48.3253593444824,34.9282302856445,58.8516731262207,0.189999997615814,33.8199996948242,21.5699996948242,48.0400009155273,0.219999998807907,44.7099990844727,28.3700008392334,58.6500015258789,0.353802353143692,54.8543701171875,35.9223289489746,70.3883514404297,0.224755167961121,54.8076934814453,41.3461532592773,63.9423065185547,1.56129002571106,19.3197994232178,59.3115997314453,1.16419994831085,68.4759979248047,15.5397996902466,"SUR",2005,0,0,0,0,0,0,0,0,0,0,0,1,"SUR",8.81999969482422
"125",4.57270002365112,5.79354000091553,8.89000034332275,-0.098335437476635,-0.219751089811325,-0.519999980926514,-0.270000010728836,-0.015526857227087,0.511488795280457,0.235277771949768,55.6097564697266,37.5609741210938,64.8780517578125,0.221010491251945,48.8038291931152,33.4928245544434,57.4162673950195,0.239999994635582,30.8799991607666,18.6299991607666,50.9799995422363,0.189999997615814,44.2299995422363,28.8500003814697,55.7700004577637,0.309499859809875,45.4106292724609,29.468599319458,60.386474609375,0.166636645793915,62.019229888916,54.3269233703613,73.0769195556641,-6.22149038314819,17.4883995056152,58.5896987915039,1.16069996356964,69.1116027832031,39.0360984802246,"SUR",2006,0,0,0,0,0,0,0,0,0,0,0,1,"SUR",8.85000038146973
"126",3.90055990219116,5.11148977279663,8.93000030517578,-0.00741559779271483,-0.238942667841911,-0.589999973773956,-0.920000016689301,-0.0172715950757265,0.556039929389954,0.249625846743584,57.2815551757812,38.8349533081055,69.9029159545898,0.228398948907852,47.8468894958496,32.0574150085449,58.3732070922852,0.259999990463257,28.6399993896484,16.0200004577637,50.9700012207031,0.200000002980232,17.3099994659424,9.13000011444092,28.8500003814697,0.284559994935989,42.0289840698242,28.019323348999,60.386474609375,0.164703980088234,65.3846130371094,55.769229888916,71.6346130371094,-8.40083694458008,21.3584995269775,57.7450981140137,1.15873003005981,69.0600967407227,6.42519998550415,"SUR",2007,0,0,0,0,0,0,0,0,0,0,0,1,"SUR",8.89000034332275
"127",2.94694995880127,4.14341020584106,8.96000003814697,-0.0210492797195911,-0.229313865303993,-0.540000021457672,-0.180000007152557,0.0983370169997215,0.60561341047287,0.236122861504555,57.7669906616211,39.8058242797852,67.4757308959961,0.219351306557655,48.5576934814453,34.1346168518066,58.1730766296387,0.259999990463257,32.5200004577637,16.5,51.939998626709,0.259999990463257,46.1500015258789,28.3700008392334,62.0200004577637,0.283477962017059,47.5961532592773,30.769229888916,65.3846130371094,0.159021660685539,67.3076934814453,57.6923065185547,73.0769195556641,-6.54973173141479,23.8645992279053,56.8433990478516,1.15550994873047,69.6212005615234,15.5211000442505,"SUR",2008,0,0,0,0,0,0,0,0,0,0,0,1,"SUR",8.93000030517578
"128",1.83393001556396,3.01370000839233,8.97999954223633,-0.257002323865891,-0.11968532204628,-0.610000014305115,0.479999989271164,0.146216318011284,0.444832235574722,0.208740442991257,50.2392349243164,31.1004791259766,59.8086128234863,0.176036581397057,51.1848335266113,42.1800956726074,60.1895751953125,0.230000004172325,29.1900005340576,16.75,45.4500007629395,0.200000002980232,71.1500015258789,60.0999984741211,75,0.265264242887497,50.2369651794434,34.5971565246582,65.4028472900391,0.157722041010857,59.2417068481445,54.9763031005859,68.2464447021484,-2.41006779670715,24.4076995849609,55.9850006103516,1.15187001228333,67.6867980957031,6.48362016677856,"SUR",2009,0,0,0,0,0,0,0,0,0,0,0,1,"SUR",8.96000003814697
"129",3.97368001937866,5.16882991790771,9.02000045776367,-0.329983174800873,-0.0525057837367058,-0.670000016689301,-1.23000001907349,0.0824754610657692,0.383502572774887,0.203504472970963,46.6666679382324,29.0476188659668,56.6666679382324,0.174099907279015,53.554500579834,44.5497627258301,61.6113739013672,0.239999994635582,27.2700004577637,14.3500003814697,42.5800018310547,0.189999997615814,11.0600004196167,4.80999994277954,17.3099994659424,0.260473906993866,50.2369651794434,33.1753540039062,62.5592422485352,0.153891608119011,58.7677726745605,54.028434753418,68.2464447021484,-5.85340452194214,24.0184993743896,55.2247009277344,1.14291000366211,71.4495010375977,7.19654989242554,"SUR",2010,0,0,0,0,0,0,0,0,0,0,0,1,"SUR",8.97999954223633
"130",4.65257978439331,5.84937000274658,9.0600004196167,-0.277366310358047,-0.042943574488163,-0.579999983310699,-0.0799999982118607,0.119975283741951,0.380300343036652,0.199769765138626,50.2369651794434,32.7014236450195,58.2938385009766,0.166111707687378,53.521125793457,45.5399055480957,61.0328636169434,0.25,31.75,18.4799995422363,47.3899993896484,0.200000002980232,50,39.9000015258789,63.4599990844727,0.25491926074028,50.2369651794434,36.4928894042969,63.5071105957031,0.15261572599411,59.1549301147461,53.051643371582,67.1361465454102,3.28538393974304,23.6573009490967,54.589599609375,1.13708996772766,70.3370971679688,13.8444004058838,"SUR",2011,0,0,0,0,0,0,0,0,0,0,0,1,"SUR",9.02000045776367
"131",1.53868997097015,2.69035005569458,9.07999992370605,-0.333963096141815,-0.0574010238051414,-0.469999998807907,-0.649999976158142,0.0793254524469376,0.340863466262817,0.184981688857079,45.971565246582,31.2796211242676,58.2938385009766,0.170967727899551,53.521125793457,45.5399055480957,59.6244125366211,0.25,34.1199989318848,21.7999992370605,51.6599998474121,0.209999993443489,29.3299999237061,15.3800001144409,42.7900009155273,0.235229834914207,48.3412322998047,36.9668235778809,61.6113739013672,0.149414300918579,58.6854476928711,53.051643371582,66.1971817016602,3.40245342254639,24.1947994232178,54.0666999816895,1.12782001495361,72.0745010375977,10.7351999282837,"SUR",2012,0,0,0,0,0,0,0,0,0,0,0,1,"SUR",9.0600004196167
"132",1.79595005512238,2.93343997001648,9.10000038146973,-0.275266200304031,-0.0452272742986679,-0.439999997615814,-0.180000007152557,0.132779225707054,0.357050985097885,0.189159199595451,48.3412322998047,34.5971565246582,59.2417068481445,0.172434687614441,53.521125793457,45.0704231262207,59.6244125366211,0.25,35.5499992370605,22.2700004577637,52.6100006103516,0.200000002980232,48.0800018310547,35.0999984741211,59.6199989318848,0.240286439657211,52.1327018737793,36.4928894042969,64.4549789428711,0.144885137677193,59.1549301147461,53.9906120300293,65.7276992797852,3.62949538230896,27.815299987793,53.6155014038086,1.11122000217438,73.8087997436523,0.383765995502472,"SUR",2013,0,0,0,0,0,0,0,0,0,0,0,1,"SUR",9.07999992370605
"133",-0.828633010387421,0.255502998828888,9.09000015258789,-0.443237781524658,-0.137268617749214,-0.629999995231628,1.0900000333786,0.249270841479301,0.516894996166229,0.18286757171154,39.9038467407227,26.4423084259033,53.3653831481934,0.19254606962204,51.9230766296387,37.5,62.980770111084,0.280000001192093,28.8500003814697,11.539999961853,48.0800018310547,0.209999993443489,83.1699981689453,74.5199966430664,87.9800033569336,0.204697266221046,56.1904754638672,42.3809509277344,65.7142868041992,0.160879015922546,64.5320205688477,56.6502456665039,71.4285736083984,-1.13866865634918,29.7301998138428,53.1735992431641,1.08726000785828,73.3495025634766,1.5836900472641,"SUR",2014,0,0,0,0,0,0,0,0,0,0,0,1,"SUR",9.10000038146973
"134",-4.42304992675781,-3.41109991073608,9.03999996185303,-0.239053204655647,-0.19546289741993,-0.610000014305115,-0.0399999991059303,0.256688296794891,0.411395162343979,0.171789482235909,50.480770111084,36.538459777832,57.6923065185547,0.187905207276344,49.038459777832,36.0576934814453,59.6153831481934,0.25,29.3299999237061,13.9399995803833,47.1199989318848,0.200000002980232,51.9199981689453,40.8699989318848,64.4199981689453,0.211409375071526,56.1904754638672,42.3809509277344,65.2380981445312,0.150913700461388,59.6059112548828,52.709358215332,70.4433517456055,3.58282113075256,33.7322998046875,52.7056007385254,1.05321002006531,77.467903137207,4.85458993911743,"SUR",2015,0,0,0,0,0,0,0,0,0,0,0,1,"SUR",9.09000015258789
"135",3.94868993759155,4.94826984405518,8.98999977111816,-0.210332930088043,-0.0638731122016907,-0.649999976158142,-0.280000001192093,0.0650854334235191,0.288393050432205,0.168169870972633,48.0769233703613,36.538459777832,59.1346168518066,0.181729391217232,52.8846168518066,40.8653831481934,61.0576934814453,0.25,26.4400005340576,12.0200004577637,42.7900009155273,0.200000002980232,44.2299995422363,31.7299995422363,54.3300018310547,0.223443955183029,50,35.3773574829102,60.8490562438965,0.150079041719437,57.0048294067383,48.7922706604004,65.2173919677734,3.27709317207336,24.2777996063232,51.6912994384766,0.957017004489899,82.2636032104492,5.66282987594604,"SUR",2018,0,0,0,0,0,0,0,0,0,0,0,1,"SUR",8.97999954223633
"136",0.877619981765747,0.805284023284912,8.98999977111816,1.0503454208374,0.66239720582962,0.310000002384186,0.159999996423721,0.712262630462646,0.992518246173859,0.182044148445129,82.3232345581055,76.7676773071289,85.8585891723633,0.180499196052551,71.7821807861328,64.3564376831055,79.7029724121094,0.180000007152557,64.2900009155273,54.5900001525879,68.879997253418,0.189999997615814,60.5800018310547,48.560001373291,68.75,0.292474925518036,70.3517608642578,51.2562828063965,93.4673385620117,0.164992913603783,78.1094512939453,68.1592025756836,89.0547256469727,3.34326505661011,43.1865005493164,60.0605010986328,-0.0717319995164871,109.138000488281,16.5415992736816,"URY",2003,0,0,0,0,0,0,0,0,1,0,0,0,"URY",8.97999954223633
"137",5.07291984558105,5.00415992736816,9.03999996185303,0.898615062236786,0.456651985645294,0.259999990463257,-0.569999992847443,0.591046929359436,0.842710494995117,0.166951790452003,80.9756088256836,73.6585388183594,84.8780517578125,0.165607318282127,64.5932998657227,59.3301429748535,72.2488021850586,0.180000007152557,64.0400009155273,53.2000007629395,68.4700012207031,0.200000002980232,33.1699981689453,17.7900009155273,43.75,0.287285476922989,64.5631103515625,48.5436897277832,83.0097122192383,0.159280568361282,75.961540222168,67.3076934814453,83.6538467407227,2.57711744308472,24.1933994293213,59.7895011901855,-0.0654610022902489,106.98999786377,10.1050996780396,"URY",2004,0,0,0,0,0,0,0,0,1,0,0,0,"URY",8.98999977111816
"138",7.45000982284546,7.46013021469116,9.10999965667725,1.07467186450958,0.471144497394562,0.400000005960464,-0.170000001788139,0.778608798980713,0.885737657546997,0.167273849248886,82.9268264770508,77.5609741210938,89.2682952880859,0.165104433894157,62.2009582519531,58.3732070922852,71.291862487793,0.159999996423721,62.75,57.3499984741211,70.0999984741211,0.189999997615814,46.6300010681152,35.5800018310547,59.1300010681152,0.278669238090515,69.9029159545898,55.3398056030273,91.2621383666992,0.162797495722771,73.5576934814453,66.8269195556641,84.1346130371094,4.76089096069336,22.4748992919922,59.4216995239258,0.00942299980670214,101.236999511719,0.677868008613586,"URY",2005,0,0,0,0,0,0,0,0,1,0,0,0,"URY",9.03999996185303
"139",3.985759973526,4.09857988357544,9.14999961853027,1.11451399326324,0.562510788440704,0.370000004768372,1.00999999046326,0.899404108524323,1.03071081638336,0.170525059103966,83.9024353027344,77.5609741210938,90.7317047119141,0.161989852786064,66.5071792602539,60.2870826721191,74.6411514282227,0.189999997615814,62.25,54.9000015258789,70.5899963378906,0.200000002980232,79.3300018310547,73.5599975585938,87.5,0.274180859327316,75.3623199462891,59.4202880859375,98.5507278442383,0.141462996602058,81.25,73.0769195556641,91.3461532592773,7.70373868942261,23.9484004974365,59.0122985839844,0.10843700170517,100.861999511719,6.53332996368408,"URY",2006,0,0,0,0,0,0,0,0,1,0,0,0,"URY",9.10999965667725
"140",6.33844995498657,6.54151010513306,9.21000003814697,1.24398481845856,0.604659378528595,0.280000001192093,0.0199999995529652,0.835497677326202,1.04552268981934,0.176031187176704,85.9223327636719,79.1262130737305,91.7475738525391,0.162161409854889,68.4210510253906,60.2870826721191,77.0334930419922,0.200000002980232,59.7099990844727,52.4300003051758,68.4499969482422,0.189999997615814,53.3699989318848,41.8300018310547,65.379997253418,0.262605756521225,77.2946853637695,58.4541053771973,94.6859893798828,0.140780091285706,81.7307662963867,71.6346130371094,91.3461532592773,5.80394411087036,23.4109001159668,58.4692993164062,0.190771996974945,91.8923034667969,9.41746997833252,"URY",2007,0,0,0,0,0,0,0,0,1,0,0,0,"URY",9.14999961853027
"141",6.90443992614746,7.17613983154297,9.27999973297119,1.30840110778809,0.595218479633331,0.259999990463257,-0.430000007152557,0.846269309520721,1.06214451789856,0.180289134383202,88.3495178222656,81.5533981323242,91.7475738525391,0.157106712460518,69.711540222168,59.1346168518066,75.4807662963867,0.200000002980232,58.7400016784668,52.4300003051758,67.9599990844727,0.200000002980232,37.5,22.1200008392334,48.560001373291,0.264087229967117,75.961540222168,57.6923065185547,95.1923065185547,0.139386594295502,82.6923065185547,72.1153869628906,90.8653869628906,7.05379152297974,27.8425998687744,57.8517990112305,0.253838002681732,87.7600021362305,8.02353954315186,"URY",2008,0,0,0,0,0,0,0,0,1,0,0,0,"URY",9.21000003814697
"142",3.94924998283386,4.24349021911621,9.31999969482422,1.23840260505676,0.718071758747101,0.379999995231628,-0.300000011920929,0.790318489074707,1.10579466819763,0.165378481149673,85.6459350585938,79.4258346557617,90.9090881347656,0.142621532082558,70.1421813964844,63.9810409545898,80.568717956543,0.180000007152557,63.1599998474121,54.0699996948242,72.25,0.230000004172325,41.8300018310547,25,56.25,0.246401950716972,73.459716796875,57.3459701538086,91.4691925048828,0.133878991007805,85.7819900512695,72.9857788085938,92.4170608520508,5.06173610687256,20.521900177002,57.2570991516113,0.282665014266968,90.1922988891602,7.74753999710083,"URY",2009,0,0,0,0,0,0,0,0,1,0,0,0,"URY",9.27999973297119
"143",7.49542999267578,7.80341005325317,9.39000034332275,1.27970910072327,0.738615393638611,0.389999985694885,-0.180000007152557,0.824986040592194,1.14654541015625,0.1635672301054,86.1904754638672,81.4285736083984,90.9523773193359,0.141848981380463,71.0900497436523,64.9289093017578,80.568717956543,0.170000001788139,63.6399993896484,54.0699996948242,74.1600036621094,0.189999997615814,45.6699981689453,35.5800018310547,57.689998626709,0.243547096848488,74.8815155029297,60.1895751953125,90.9952621459961,0.131700336933136,87.2037887573242,75.3554534912109,94.3127975463867,5.43898773193359,22.2891006469727,56.7495002746582,0.286096006631851,101.198997497559,4.90703010559082,"URY",2010,0,0,0,0,0,0,0,0,1,0,0,0,"URY",9.31999969482422
"144",4.86080980300903,5.1621298789978,9.43000030517578,1.27893900871277,0.698994755744934,0.439999997615814,-0.790000021457672,0.957096934318542,1.1214314699173,0.160844787955284,86.2559204101562,80.0947875976562,90.5213241577148,0.13796778023243,70.4225387573242,63.3802833557129,78.4037551879883,0.170000001788139,64.9300003051758,55.4500007629395,75.3600006103516,0.200000002980232,20.6700000762939,11.539999961853,36.060001373291,0.244249582290649,78.6729888916016,63.5071105957031,97.1563949584961,0.133617416024208,85.4460067749023,74.6478881835938,92.9577484130859,5.60875177383423,23.0643997192383,56.3009986877441,0.286942005157471,105.428001403809,9.00967979431152,"URY",2011,0,0,0,0,0,0,0,0,1,0,0,0,"URY",9.39000034332275
"145",3.23025989532471,3.53818011283875,9.47000026702881,1.35507559776306,0.59314888715744,0.439999997615814,-0.340000003576279,0.709167778491974,1.0609667301178,0.141621470451355,88.6255950927734,82.9383850097656,91.4691925048828,0.139678210020065,67.6056365966797,61.9718322753906,73.7089233398438,0.180000007152557,65.879997253418,56.4000015258789,74.4100036621094,0.280000001192093,39.9000015258789,20.1900005340576,57.2099990844727,0.221984326839447,69.6682434082031,57.8199043273926,87.2037887573242,0.123017773032188,81.6901397705078,73.7089233398438,90.1408462524414,12.472731590271,23.4540004730225,55.9575996398926,0.297841012477875,107.599998474121,8.55755043029785,"URY",2012,0,0,0,0,0,0,0,0,1,0,0,0,"URY",9.43000030517578
"146",4.3145899772644,4.63753986358643,9.51000022888184,1.37507355213165,0.564203083515167,0.540000021457672,0.569999992847443,0.804738223552704,1.0852632522583,0.140400499105453,89.5734634399414,82.9383850097656,90.5213241577148,0.139802545309067,67.1361465454102,61.9718322753906,73.2394332885742,0.180000007152557,68.7200012207031,58.7700004577637,75.8300018310547,0.200000002980232,72.5999984741211,63.4599990844727,76.9199981689453,0.228019788861275,71.5639801025391,61.1374397277832,91.4691925048828,0.120740629732609,83.5680770874023,73.2394332885742,91.5492935180664,1.71546828746796,25.9897003173828,55.6921005249023,0.309112995862961,109.452003479004,8.15373039245605,"URY",2013,0,0,0,0,0,0,0,0,1,0,0,0,"URY",9.47000026702881
"147",2.90474009513855,3.2387900352478,9.53999996185303,1.37901842594147,0.710497081279755,0.529999971389771,-1.28999996185303,0.99187958240509,1.10786330699921,0.136216044425964,89.9038467407227,82.6923065185547,91.3461532592773,0.14884677529335,75.961540222168,68.75,79.8076934814453,0.189999997615814,69.2300033569336,60.0999984741211,75.4800033569336,0.189999997615814,8.17000007629395,4.32999992370605,16.3500003814697,0.196386188268661,83.8095245361328,68.0952377319336,97.1428604125977,0.128755792975426,83.2512283325195,72.9064025878906,92.61083984375,7.13751268386841,27.0400009155273,55.4476013183594,0.324101001024246,110.988998413086,9.37224960327148,"URY",2014,0,0,0,0,0,0,0,0,1,0,0,0,"URY",9.51000022888184
"148",0.0302700009196997,0.370741009712219,9.53999996185303,1.31730794906616,0.712310016155243,0.419999986886978,0.140000000596046,1.0042382478714,1.14340353012085,0.138298362493515,89.4230804443359,82.6923065185547,91.3461532592773,0.147924527525902,75,67.788459777832,80.288459777832,0.180000007152557,67.3099975585938,56.25,73.0800018310547,0.189999997615814,59.1300010681152,47.1199989318848,68.75,0.202983424067497,85.2380981445312,66.6666641235352,96.1904754638672,0.130619555711746,85.7142868041992,74.8768463134766,93.1034469604492,5.01750564575195,30.1142997741699,55.2030982971191,0.339789986610413,112.128997802734,9.01628017425537,"URY",2015,0,0,0,0,0,0,0,0,1,0,0,0,"URY",9.53999996185303
"149",1.3296799659729,1.68980002403259,9.5600004196167,1.26752185821533,0.630389988422394,0.490000009536743,-0.389999985694885,1.06258046627045,1.16303503513336,0.138488501310349,88.461540222168,81.25,90.3846130371094,0.159359738230705,74.5192337036133,63.461540222168,79.8076934814453,0.189999997615814,69.2300033569336,60.0999984741211,75.9599990844727,0.209999993443489,38.4599990844727,22.1200008392334,51.9199981689453,0.207795679569244,90,71.4285736083984,96.1904754638672,0.126577883958817,86.6995086669922,75.8620681762695,95.0738906860352,-0.900909245014191,25.7910995483398,55.1183013916016,0.354761004447937,115.955001831055,16.6137008666992,"URY",2016,0,0,0,0,0,0,0,0,1,0,0,0,"URY",9.53999996185303
"150",1.2579300403595,1.62775003910065,9.57999992370605,1.28248846530914,0.583332479000092,0.479999989271164,-0.230000004172325,1.05078029632568,1.16739869117737,0.126099959015846,87.9807662963867,81.7307662963867,89.9038467407227,0.152229115366936,72.5961532592773,62.5,77.8846130371094,0.180000007152557,70.6699981689453,61.060001373291,75.9599990844727,0.189999997615814,43.2700004577637,32.2099990844727,56.7299995422363,0.215949967503548,87.1428604125977,70,96.6666641235352,0.12705884873867,86.6995086669922,76.8472900390625,94.0886688232422,4.18238115310669,24.2138996124268,54.9841003417969,0.364565014839172,120.223999023438,4.98663997650146,"URY",2017,0,0,0,0,0,0,0,0,1,0,0,0,"URY",9.5600004196167
"151",0.109558001160622,0.477907001972198,9.59000015258789,1.2547060251236,0.59304004907608,0.509999990463257,1,1.03495681285858,1.18045020103455,0.122981578111649,87.5,82.211540222168,89.4230804443359,0.143515005707741,73.0769195556641,63.9423065185547,77.8846130371094,0.180000007152557,69.7099990844727,62.5,75.4800033569336,0.200000002980232,80.2900009155273,74.0400009155273,87.0199966430664,0.215236961841583,87.7358474731445,66.9811325073242,96.2264175415039,0.128468498587608,88.4057998657227,79.22705078125,94.2028961181641,2.82909083366394,25.2656002044678,54.8526992797852,0.36727100610733,121.176002502441,7.10189008712769,"URY",2018,0,0,0,0,0,0,0,0,1,0,0,0,"URY",9.57999992370605
"152",-9.38424968719482,-7.75530004501343,9.18000030517578,-1.06403064727783,-1.29414844512939,-1.01999998092651,-0.810000002384186,-1.28645586967468,-0.439825683832169,0.165288090705872,11.1111106872559,5.0505051612854,24.7474746704102,0.166928976774216,8.91089153289795,3.46534657478333,17.326732635498,0.170000001788139,16.8400001525879,8.67000007629395,21.4300003051758,0.200000002980232,20.1900005340576,12.0200004577637,34.1300010681152,0.283212214708328,13.0653266906738,5.52763795852661,23.1155776977539,0.154184132814407,35.8208961486816,27.3631839752197,41.7910461425781,1.88111472129822,8.90612983703613,59.6571998596191,1.78167998790741,69.5793991088867,34.9337997436523,"VEN",2003,0,0,0,0,0,0,0,0,0,1,0,0,"VEN",9.27999973297119
"153",16.261999130249,18.286600112915,9.32999992370605,-0.981566786766052,-1.24403190612793,-1.10000002384186,-0.620000004768372,-1.39241194725037,-0.598475635051727,0.151215523481369,15.1219511032104,9.26829242706299,25.8536586761475,0.156266003847122,10.5263156890869,5.26315784454346,17.2248802185059,0.180000007152557,13.3000001907349,6.40000009536743,20.6900005340576,0.28999999165535,29.8099994659424,12.9799995422363,47.5999984741211,0.279339283704758,9.22330093383789,4.36893224716187,18.9320392608643,0.148216441273689,29.3269233703613,23.0769233703613,37.019229888916,1.32410418987274,11.0818004608154,58.7220001220703,1.72646999359131,72.190803527832,33.9537010192871,"VEN",2004,0,0,0,0,0,0,0,0,0,1,0,0,"VEN",9.18000030517578
"154",8.49884986877441,10.3178997039795,9.40999984741211,-1.02893912792206,-1.2424441576004,-1.11000001430511,0.490000009536743,-1.24557244777679,-0.637349963188171,0.151928961277008,16.0975608825684,8.29268264770508,22.9268283843994,0.153495490550995,10.0478467941284,4.30622005462646,17.2248802185059,0.159999996423721,14.2200002670288,7.34999990463257,20.5900001525879,0.200000002980232,69.7099990844727,59.6199989318848,75,0.270614385604858,13.5922327041626,5.82524251937866,22.8155345916748,0.152345687150955,27.884614944458,23.0769233703613,35.5769233703613,1.6837329864502,13.2149000167847,57.8648986816406,1.66267001628876,74.5979995727539,29.6040992736816,"VEN",2005,0,0,0,0,0,0,0,0,0,1,0,0,"VEN",9.32999992370605
"155",8.1627197265625,9.87215042114258,9.48999977111816,-1.04250621795654,-1.424684882164,-1.21000003814697,-1.41999995708466,-1.25263726711273,-0.622201085090637,0.142335593700409,15.1219511032104,6.82926845550537,21.9512195587158,0.144161596894264,5.26315784454346,1.43540668487549,11.0047845840454,0.180000007152557,11.7600002288818,4.40999984741211,18.6299991607666,0.189999997615814,7.69000005722046,3.36999988555908,12.5,0.24599851667881,13.5265703201294,7.72946882247925,21.2560386657715,0.119880460202694,30.2884616851807,25.480770111084,33.1730766296387,0.107915125787258,17.0370998382568,57.1781997680664,1.56807005405426,77.2879028320312,17.9043006896973,"VEN",2006,0,0,0,0,0,0,0,0,0,1,0,0,"VEN",9.40999984741211
"156",7.16738986968994,8.75358009338379,9.5600004196167,-1.11323392391205,-1.57443046569824,-1.44000005722046,0.0299999993294477,-1.22759139537811,-0.745731115341187,0.146997362375259,11.1650485992432,4.36893224716187,19.4174766540527,0.144018277525902,2.39234447479248,0.956937789916992,6.69856452941895,0.180000007152557,5.82999992370605,2.4300000667572,12.1400003433228,0.180000007152557,54.810001373291,40.8699989318848,65.379997253418,0.239129573106766,12.5603866577148,7.72946882247925,19.3236713409424,0.119588509202003,26.4423084259033,21.1538467407227,31.730770111084,1.89178860187531,23.4811992645264,56.5340003967285,1.4692599773407,79.8732986450195,15.4484996795654,"VEN",2007,0,0,0,0,0,0,0,0,0,1,0,0,"VEN",9.48999977111816
"157",3.79891991615295,5.27785015106201,9.59000015258789,-1.16721963882446,-1.62352812290192,-1.38999998569489,-0.319999992847443,-1.31103754043579,-0.752219378948212,0.144786402583122,9.70873832702637,3.88349509239197,17.9611644744873,0.138637006282806,1.92307686805725,0.480769217014313,5.76923084259033,0.180000007152557,5.34000015258789,2.4300000667572,14.5600004196167,0.200000002980232,39.9000015258789,25.9599990844727,53.8499984741211,0.241628959774971,11.5384616851807,8.65384578704834,16.8269233703613,0.114617869257927,26.4423084259033,21.634614944458,29.3269233703613,0.659274458885193,21.4696998596191,55.9463996887207,1.41474997997284,81.6945037841797,30.1324996948242,"VEN",2008,0,0,0,0,0,0,0,0,0,1,0,0,"VEN",9.5600004196167
